一级分类,二级分类,商品URL,商品名称,商店名称
影音视听,电视盒子,http://cu.manmanbuy.com/discuxiao_8513387.aspx,需首购: 爱奇艺电视果6 电视盒子 智能网络电视机顶盒 2+64G  8K解码 安卓wifi版蓝牙5.0HDR10+,京东自营
影音视听,电视盒子,http://cu.manmanbuy.com/discuxiao_8386590.aspx,求推荐电视盒子,话题
影音视听,电视盒子,http://cu.manmanbuy.com/discuxiao_8179580.aspx,Tencent 腾讯 极光电视盒子5SE 1GB+32GB 黑色,京东商城
影音视听,电视盒子,http://cu.manmanbuy.com/discuxiao_8143159.aspx,PLUS会员：PLUS会员：TVguo 电视果 6 8K电视盒子 2GB+16GB,京东自营
影音视听,电视盒子,http://cu.manmanbuy.com/discuxiao_8105219.aspx,爱奇艺电视果5S PLUS 超级投屏器 手机无线投屏器4K高清HDMI连接器同屏器适用苹果安卓手机电脑接电视显示器,京东商城
影音视听,电视盒子,http://cu.manmanbuy.com/discuxiao_8072281.aspx,腾讯极光盒子5 8K智能网络电视机顶盒 千兆网口 2+64G 高清HDR10+ 双频WiFi 蓝牙语音遥控,京东自营
影音视听,电视盒子,http://cu.manmanbuy.com/discuxiao_8070649.aspx,腾讯极光盒子6SE 电视盒子网络机顶盒 全志H618芯片 4K高清 1+32G存储  HDR10 极光5Se  （1G+8G),京东商城
影音视听,电视盒子,http://cu.manmanbuy.com/discuxiao_8052375.aspx,小米盒子4S wifi双频 智能网络电视机顶盒  H.265硬解 安卓网络盒子 高清网络播放器 HDR 无线投屏 白色,京东商城
影音视听,家庭影院,http://cu.manmanbuy.com/discuxiao_8520184.aspx,TCL回音壁 S45H 杜比全景声 DTS Virtual:X 100W大功率 Soundbar 电视音响 家庭影院,京东商城
影音视听,家庭影院,http://cu.manmanbuy.com/discuxiao_8180016.aspx,惠威（HiVi）RT1C-A 发烧音响 等磁场带式扬声器 高音喇叭,京东商城
影音视听,家庭影院,http://cu.manmanbuy.com/discuxiao_8128105.aspx,飞利浦（PHILIPS）B603 回音壁 电视音响 7.1.2声道音效 320w大功率 杜比全景声 家庭影院 蓝牙音箱,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8536335.aspx,JBL Charge5 音乐冲击波五代 便携式蓝牙音箱低音炮 户外防水防尘 增强版赛道扬声器 JBL charge5 蓝色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8536170.aspx,哈曼卡顿（Harman/Kardon）水晶三代音响 桌面电视电脑音箱 室内多媒体下沉式低音炮 SoundSticks 3代环绕立体声 透明款,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8534474.aspx,Plus、概率券：哈曼卡顿水晶四代 家庭影院音响 水晶4代  黑色,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8534469.aspx,Plus、概率券:哈曼卡顿水晶四代 家庭影院音响 水晶4代,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8533504.aspx,漫步者 （EDIFIER）R201T北美 蓝牙版 2.1电脑音响 蓝牙音箱 桌面游戏音响 台式机笔记本音响,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8533501.aspx,声擎（Audioengine）A2+ Wireless 电脑桌面音响台式小型 高音质蓝牙音箱有源hifi音响家用有线 绸缎黑,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8533498.aspx,漫步者（EDIFIER）MR4 高保真有源监听2.0音箱  HIFI音质 多媒体电脑电视音响 桌面音响 黑色,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8533492.aspx,宝格声（BOGASING） 【柏林之声】S8Pro无线蓝牙音箱高音质德国高端家用3d环绕大功率户外HiFi便携式大音量电脑音响 【升级款-星空黑】S8pro 官方标配 音箱+充电线+音频线,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8533485.aspx,麦博（microlab） M200十周年纪念版 2.1多媒体有源音箱 电脑音响 台式 重低音炮 音响,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8533483.aspx,JBL PS3500 无线蓝牙音箱 电脑多媒体音箱/音响 2.0桌面音箱  低音炮 台式机手机音响 黑色,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8533255.aspx,小度智能屏1S 触屏音箱 蓝牙音响 AI语音控制 视频通话影院 小孩老人看护陪伴 母亲节礼物 收音机 白,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8506657.aspx,PLUS会员：惠威（HiVi）D1100高保真有源HIFI音响2.0台式电脑音箱等磁场带式高音喇叭蓝牙多媒体音响 D1100,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8531402.aspx,需首购礼金、PLUS会员：小度 添添小闺蜜机15.6英寸移动支架 10094252014659,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8530607.aspx,Bose 电视音响 TV Speaker   家庭多功能电视音响 蓝牙音箱扬声器   电脑音响 黑色,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8529200.aspx,puls会员：SSJY 电脑音响 usb接口 白色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8529133.aspx,索爱（soaiy）S58MAX蓝牙音箱电脑音响重低音炮家用无线喇叭车载迷你桌面U盘户外炫彩便携大功率游戏收款,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8527677.aspx,小米Xiaomi 蓝牙音箱 Mini  14Ultra发布会伴手礼音响 声学小钢炮小米澎湃智联 户外防尘防水露营NFC,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8522710.aspx,PLUS会员：HUAWEI 华为 Sound X 鎏金剧院版 桌面蓝牙音箱,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8501248.aspx,PLUS会员、概率券：EDIFIER 漫步者 R1700BT  经典新升级 桌面2.0蓝牙电脑音箱音响 蓝牙5.3 HIFI级音质,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8520849.aspx,麦博 Microlab M100BT蓝牙音响2.1低音炮多媒体笔记本电脑音响,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8518277.aspx,小米（MI） Xiaomi Sound 2023高保真智能音箱 小爱音箱  哈曼调音,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8518243.aspx,小米小爱音箱Play 增强版 小爱同学 小爱音箱 智能音箱 音响 小米音箱 小爱音响  红外遥控,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8517775.aspx,京东百亿补贴：JBL PULSE4 音乐脉动四代 便携蓝牙音箱 全面屏炫彩  超长续航 防水设计,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8514964.aspx,小米（MI）Xiaomi Sound Move 蓝牙音箱 soundmove 音响 小爱同学 哈曼卡顿调音 便携智能音箱 小米音箱,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8514372.aspx,小米redmi桌面音箱 电脑音响音响 家用桌面台式机笔记本游戏音箱 蓝牙5.0 RGB炫酷灯效 Redmi电脑音箱,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8514059.aspx,可口可乐（Coca-Cola）T03蓝牙音箱无线便携式透明新款TWS小音响户外便携桌面电脑重低音炮 红色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8513424.aspx,京东百亿补贴、PLUS会员：JBL GO ESSENTIAL 音乐金砖青春版 便携式蓝牙音箱,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8511869.aspx,京东百亿补贴、plus会员:长虹K11音响电脑音箱有线迷你小音响便携式高音质,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8502770.aspx,小米小爱音箱Play 增强版,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8509743.aspx,PHILIPS 飞利浦 SPA3609 木质蓝牙音箱,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8509572.aspx,京东百亿补贴：JBL 蓝牙音箱 音乐金砖青春版  蓝色,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8508754.aspx,小米小爱音箱 Pro小爱同学AI蓝牙智能音响蓝牙人工智能语音WIFI小艾网络迷你低音炮,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8484469.aspx,Harman Kardon 哈曼卡顿 琉璃4代 蓝牙音箱 音乐琉璃四代 家用台式桌面电脑音响立体声低音炮 Aura Studio4代 黑色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8506620.aspx,Apple/苹果 HomePod （第二代）智能音响/音箱 蓝牙音响/音箱 智能家居 午夜色 适用iPhone/iPad,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8507222.aspx,QQ音乐YB12-雅致灰  积木音箱蓝牙音箱音响电脑喇叭桌面小低音炮家用车载迷你便携式收款播放器礼物,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8506784.aspx,JBL CHARGE5 音乐冲击波五代 便携式蓝牙音箱+低音炮 户外防水防尘音箱 桌面音响 黑色,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8503956.aspx,14日10点：EDIFIER 漫步者 N300 多媒体音箱,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8503835.aspx,LEnRuE 蓝悦 A2 无线蓝牙音箱 1000mAh 银色  39.9元,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8502575.aspx,小米（MI）小爱音箱Pro万能遥控语音控制智能家居低音炮闹钟天气预报百科小爱同学智能蓝牙音响 黑色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8502342.aspx,JBL CLIP5无线音乐盒五代 CLIP4 蓝牙便携音箱户外音箱 迷你音响 IP67防尘防水 超长续航 CLIP 4 代黑色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8502338.aspx,JBL FLIP6 音乐万花筒六代 便携式蓝牙音箱 低音炮 防水防尘 多台串联 独立高音单元 庆典红,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8446525.aspx,PLUS会员、概率券：EDIFIER 漫步者 R1700BT+ 经典新升级 桌面2.0蓝牙电脑音箱音响 蓝牙5.3 HIFI级音质,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8183206.aspx,QQ音乐 YB12-雅致灰蓝牙音箱BT2026,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8179404.aspx,SOAIY 索爱 S37小蓝牙音箱,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8176607.aspx,JBL 杰宝 Flip6 蓝牙小音箱音乐万花筒 低音炮防水便携迷你音响 JBL FLIP6 庆典红,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8169391.aspx,PHILIPS 飞利浦 SPA3808 木质音箱电脑音响台式usb笔记本桌面蓝牙多媒体家用重低音游戏手机支架,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8168979.aspx,EDIFIER 漫步者 M25 一体式电脑音箱,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8168253.aspx,漫步者（EDIFIER）R18T 2.0木质电脑音响  台式笔记本桌面音响 游戏音响  黑色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8160358.aspx,哈曼卡顿（Harman/Kardon）【春节送礼】琉璃3代 蓝牙音箱 音乐琉璃三代台式家用桌面电脑音响 低音炮 Aura Studio3代,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8151562.aspx,PLUS会员：PLUS会员：EDIFIER 漫步者 M330 2.1声道 蓝牙音箱,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8144804.aspx,HiVi 惠威 D300 2.0声道HiFi音箱,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8135173.aspx,小米（MI）小爱音箱 Pro 黑色小爱同学AI蓝牙智能音箱音箱小爱音响性能升级智能设备控制网络迷你低音炮 小爱音箱Pro,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8132783.aspx,春焕新、PLUS会员：漫步者（EDIFIER）S2000MKIII 划时代新经典 HIFI级2.0有源音箱 蓝牙音箱 电脑音响 电视音响,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8128123.aspx,漫步者（EDIFIER）HECATE G1500bar 7.1音效电竞桌面游戏音箱防啸叫话筒蓝牙5.4电脑多媒体家用台式机笔记本音响灰色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8116408.aspx,PLUS会员：JBL GO ESSENTIAL  音乐金砖青春版 便携式蓝牙音箱 户外长续航低音炮 桌面迷你小音响 防水设计 黑色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8112441.aspx,京东百亿补贴：小米xiaomi蓝牙音箱mini 家用音响 家庭影院音响 户外音箱 蓝牙5.3 RGB氛围灯带 防水防尘非IOT联动 Xiao,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8110237.aspx,小米（MI） 小爱音箱 Pro 小爱同学智能音箱  智能设备控制 遥控传统家电 蓝牙Mesh网关 黑色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8101434.aspx,小米Xiaomi 蓝牙音箱 14Ultra发布会音箱音响 声学小钢炮小米澎湃智联 户外防尘防水露营NFC,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8101296.aspx,漫步者（EDIFIER）R33BT 桌面2.0电脑音响 蓝牙音箱 台式机笔记本音响 黑色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8095184.aspx,小米Xiaomi 蓝牙音箱 Mini  14Ultra发布会伴手礼音响 声学小钢炮小米澎湃智联 户外防尘防水露营NFC,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8079726.aspx,漫步者（EDIFIER）HECATE G1500bar 7.1音效电竞桌面游戏音箱防啸叫话筒蓝牙5.3电脑多媒体家用台式机笔记本音响黑色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8078181.aspx,纽曼（Newmine）DP99话筒音响一体自带声卡儿童k歌麦克风家庭ktv音响套装无线蓝牙音箱唱歌神器广场舞小型 单麦版,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8072102.aspx,QQ音乐YB12-雅致灰  积木音箱蓝牙音箱音响电脑喇叭桌面小低音炮家用车载迷你便携式收款播放器礼物,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8068231.aspx,JBL FLIP ESSENTIAL 旗舰畅销款 无线蓝牙音箱 低音炮 防水设计 户外音箱 桌面音响 炫酷黑,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_8041867.aspx,创新科技Stage se mini 回音壁长条音响电视音箱无线蓝牙音箱家庭影院,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_7621603.aspx,第一代天猫精灵x1还有用吗？,话题
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_7082732.aspx,家庭ktv小音响，金运k12,话题
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_7073772.aspx,听个响的备用神器，联想家庭小音响,话题
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_7062543.aspx,发烧友的灵魂拷问：你家的音箱为什么不HiFi ？,话题
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_7055797.aspx,25-30?男朋友会喜欢的礼物,话题
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_7055783.aspx,??购物分享｜打工男生的智能好物,话题
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_6985156.aspx,联通充值50元话费送的小度音响怎么样,话题
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_6982881.aspx,买个小爱音箱好波折，太坑了。,话题
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_6929903.aspx,开箱哈曼卡顿琉璃4音响,话题
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_6909937.aspx,音质有惊喜？馋了很久的蓝牙音箱！漫步者M330没让我失望,话题
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_6359959.aspx,惠普（HP） WS10电脑音响带麦克风台式家用桌面多媒体音箱低音炮USB网课立体声播放器笔记本小音响 WS10【标准版】黑色,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_6336238.aspx,小度智能屏X10 10英寸高清大屏 影音娱乐智慧屏 触屏智能音箱 WiFi/蓝牙音箱  音响,京东自营
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_6192089.aspx,奋达（F&D） E370电脑音响有线小音箱台式低音炮家用桌面笔记本usb游戏音箱蓝牙音箱 E370蓝牙电脑音响,京东商城
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_6116430.aspx,22日10点：马歇尔ACTON II音箱2代无线蓝牙复古音箱家用重低音音响,唯品会
影音视听,音响/音箱,http://cu.manmanbuy.com/discuxiao_6087025.aspx,猫王收音机猫王音响 小王子OTR无线便携式蓝牙音箱可爱复古小音响金属低音炮收音机七夕情人节礼物 尼斯蓝,京东商城
影音视听,MP3/MP4,http://cu.manmanbuy.com/discuxiao_8525812.aspx,索尼（SONY）NW-ZX706 高解析度音乐播放器 Hi-Res Audio 5英寸 安卓流媒体 32G 黑色,京东自营
影音视听,MP3/MP4,http://cu.manmanbuy.com/discuxiao_8525808.aspx,爱国者aigo 325-16G mp3/mp4播放器无损音乐随身听2.4英寸蓝牙外放发声词典电子书 学生听英语听力复读机,京东自营
影音视听,MP3/MP4,http://cu.manmanbuy.com/discuxiao_8525806.aspx,梵沐PA01 16G mp3/mp4播放器 无损音乐随身听 学生听英语听力复读机 2.4英寸发声词典外放蓝牙5.3,京东自营
影音视听,MP3/MP4,http://cu.manmanbuy.com/discuxiao_8514083.aspx,爱国者aigo 325-8G mp3/mp4播放器无损音乐随身听 2.4英寸蓝牙外放发声词典电子书 学生听英语听力复读机,京东商城
